"Id","ActivityHour","Calories","TotalIntensity","AverageIntensity","StepTotal"
1503960366,"3/15/2016 12:00:00 AM",56,3,0.05,33
1503960366,"3/15/2016 1:00:00 AM",55,2,0.033333,20
1503960366,"3/15/2016 2:00:00 AM",54,4,0.066667,60
1503960366,"3/15/2016 3:00:00 AM",48,0,0,0
1503960366,"3/15/2016 4:00:00 AM",49,1,0.016667,7
1503960366,"3/15/2016 5:00:00 AM",48,0,0,0
1503960366,"3/15/2016 6:00:00 AM",49,1,0.016667,4
1503960366,"3/15/2016 7:00:00 AM",49,1,0.016667,11
1503960366,"3/15/2016 8:00:00 AM",91,28,0.466667,470
1503960366,"3/15/2016 9:00:00 AM",148,49,0.816667,1967
1503960366,"3/15/2016 10:00:00 AM",92,17,0.283333,729
1503960366,"3/15/2016 11:00:00 AM",104,34,0.566667,659
1503960366,"3/15/2016 12:00:00 PM",142,49,0.816667,1787
1503960366,"3/15/2016 1:00:00 PM",77,16,0.266667,333
1503960366,"3/15/2016 2:00:00 PM",107,26,0.433333,980
1503960366,"3/15/2016 3:00:00 PM",77,14,0.233333,371
1503960366,"3/15/2016 4:00:00 PM",96,27,0.45,605
1503960366,"3/15/2016 5:00:00 PM",90,19,0.316667,623
1503960366,"3/15/2016 6:00:00 PM",82,15,0.25,467
1503960366,"3/15/2016 7:00:00 PM",75,16,0.266667,282
1503960366,"3/15/2016 8:00:00 PM",207,86,1.433333,3319
1503960366,"3/15/2016 9:00:00 PM",131,35,0.583333,1558
1503960366,"3/15/2016 10:00:00 PM",108,37,0.616667,786
1503960366,"3/15/2016 11:00:00 PM",76,15,0.25,313
1503960366,"3/16/2016 12:00:00 AM",48,0,0,0
1503960366,"3/16/2016 1:00:00 AM",48,0,0,0
1503960366,"3/16/2016 2:00:00 AM",50,1,0.016667,4
1503960366,"3/16/2016 3:00:00 AM",48,0,0,0
1503960366,"3/16/2016 4:00:00 AM",48,0,0,0
1503960366,"3/16/2016 5:00:00 AM",49,0,0,0
1503960366,"3/16/2016 6:00:00 AM",48,0,0,0
1503960366,"3/16/2016 7:00:00 AM",56,6,0.1,70
1503960366,"3/16/2016 8:00:00 AM",91,27,0.45,490
1503960366,"3/16/2016 9:00:00 AM",125,27,0.45,1513
1503960366,"3/16/2016 10:00:00 AM",73,12,0.2,224
1503960366,"3/16/2016 11:00:00 AM",105,36,0.6,874
1503960366,"3/16/2016 12:00:00 PM",124,34,0.566667,1451
1503960366,"3/16/2016 1:00:00 PM",79,16,0.266667,329
1503960366,"3/16/2016 2:00:00 PM",61,3,0.05,61
1503960366,"3/16/2016 3:00:00 PM",86,19,0.316667,456
1503960366,"3/16/2016 4:00:00 PM",103,28,0.466667,775
1503960366,"3/16/2016 5:00:00 PM",122,43,0.716667,1446
1503960366,"3/16/2016 6:00:00 PM",166,74,1.233333,2407
1503960366,"3/16/2016 7:00:00 PM",59,7,0.116667,103
1503960366,"3/16/2016 8:00:00 PM",72,16,0.266667,447
1503960366,"3/16/2016 9:00:00 PM",146,49,0.816667,2120
1503960366,"3/16/2016 10:00:00 PM",78,18,0.3,273
1503960366,"3/16/2016 11:00:00 PM",82,18,0.3,455
1503960366,"3/17/2016 12:00:00 AM",70,11,0.183333,263
1503960366,"3/17/2016 1:00:00 AM",50,1,0.016667,23
1503960366,"3/17/2016 2:00:00 AM",49,1,0.016667,7
1503960366,"3/17/2016 3:00:00 AM",48,0,0,0
1503960366,"3/17/2016 4:00:00 AM",48,0,0,0
1503960366,"3/17/2016 5:00:00 AM",48,0,0,0
1503960366,"3/17/2016 6:00:00 AM",49,0,0,0
1503960366,"3/17/2016 7:00:00 AM",50,1,0.016667,6
1503960366,"3/17/2016 8:00:00 AM",67,11,0.183333,210
1503960366,"3/17/2016 9:00:00 AM",125,27,0.45,1530
1503960366,"3/17/2016 10:00:00 AM",69,11,0.183333,124
1503960366,"3/17/2016 11:00:00 AM",148,54,0.9,1803
1503960366,"3/17/2016 12:00:00 PM",70,11,0.183333,113
1503960366,"3/17/2016 1:00:00 PM",113,23,0.383333,1124
1503960366,"3/17/2016 2:00:00 PM",119,25,0.416667,1160
1503960366,"3/17/2016 3:00:00 PM",86,20,0.333333,409
1503960366,"3/17/2016 4:00:00 PM",94,24,0.4,631
1503960366,"3/17/2016 5:00:00 PM",66,5,0.083333,203
1503960366,"3/17/2016 6:00:00 PM",76,15,0.25,396
1503960366,"3/17/2016 7:00:00 PM",158,64,1.066667,2165
1503960366,"3/17/2016 8:00:00 PM",75,16,0.266667,147
1503960366,"3/17/2016 9:00:00 PM",146,49,0.816667,2016
1503960366,"3/17/2016 10:00:00 PM",97,31,0.516667,521
1503960366,"3/17/2016 11:00:00 PM",118,35,0.583333,1176
1503960366,"3/18/2016 12:00:00 AM",76,13,0.216667,389
1503960366,"3/18/2016 1:00:00 AM",58,6,0.1,112
1503960366,"3/18/2016 2:00:00 AM",48,0,0,0
1503960366,"3/18/2016 3:00:00 AM",48,0,0,0
1503960366,"3/18/2016 4:00:00 AM",48,0,0,0
1503960366,"3/18/2016 5:00:00 AM",49,1,0.016667,4
1503960366,"3/18/2016 6:00:00 AM",51,2,0.033333,19
1503960366,"3/18/2016 7:00:00 AM",49,0,0,0
1503960366,"3/18/2016 8:00:00 AM",67,11,0.183333,172
1503960366,"3/18/2016 9:00:00 AM",147,36,0.6,1952
1503960366,"3/18/2016 10:00:00 AM",73,12,0.2,279
1503960366,"3/18/2016 11:00:00 AM",72,12,0.2,207
1503960366,"3/18/2016 12:00:00 PM",64,4,0.066667,145
1503960366,"3/18/2016 1:00:00 PM",68,7,0.116667,242
1503960366,"3/18/2016 2:00:00 PM",207,86,1.433333,3160
1503960366,"3/18/2016 3:00:00 PM",101,33,0.55,852
1503960366,"3/18/2016 4:00:00 PM",76,14,0.233333,270
1503960366,"3/18/2016 5:00:00 PM",59,2,0.033333,24
1503960366,"3/18/2016 6:00:00 PM",82,16,0.266667,444
1503960366,"3/18/2016 7:00:00 PM",238,110,1.833333,4093
1503960366,"3/18/2016 8:00:00 PM",121,21,0.35,1445
1503960366,"3/18/2016 9:00:00 PM",72,14,0.233333,332
1503960366,"3/18/2016 10:00:00 PM",54,2,0.033333,13
1503960366,"3/18/2016 11:00:00 PM",74,12,0.2,390
1503960366,"3/19/2016 12:00:00 AM",57,5,0.083333,138
1503960366,"3/19/2016 1:00:00 AM",48,0,0,0
1503960366,"3/19/2016 2:00:00 AM",48,0,0,0
1503960366,"3/19/2016 3:00:00 AM",49,1,0.016667,10
1503960366,"3/19/2016 4:00:00 AM",48,0,0,0
1503960366,"3/19/2016 5:00:00 AM",48,0,0,0
1503960366,"3/19/2016 6:00:00 AM",49,0,0,0
1503960366,"3/19/2016 7:00:00 AM",52,2,0.033333,53
1503960366,"3/19/2016 8:00:00 AM",92,28,0.466667,538
1503960366,"3/19/2016 9:00:00 AM",216,69,1.15,3454
1503960366,"3/19/2016 10:00:00 AM",148,54,0.9,2106
1503960366,"3/19/2016 11:00:00 AM",130,37,0.616667,1307
1503960366,"3/19/2016 12:00:00 PM",109,27,0.45,909
1503960366,"3/19/2016 1:00:00 PM",74,13,0.216667,303
1503960366,"3/19/2016 2:00:00 PM",71,14,0.233333,150
1503960366,"3/19/2016 3:00:00 PM",61,6,0.1,123
1503960366,"3/19/2016 4:00:00 PM",63,8,0.133333,127
1503960366,"3/19/2016 5:00:00 PM",69,10,0.166667,198
1503960366,"3/19/2016 6:00:00 PM",58,3,0.05,50
1503960366,"3/19/2016 7:00:00 PM",92,26,0.433333,533
1503960366,"3/19/2016 8:00:00 PM",86,22,0.366667,433
1503960366,"3/19/2016 9:00:00 PM",58,6,0.1,75
1503960366,"3/19/2016 10:00:00 PM",97,31,0.516667,850
1503960366,"3/19/2016 11:00:00 PM",234,111,1.85,4067
1503960366,"3/20/2016 12:00:00 AM",64,7,0.116667,115
1503960366,"3/20/2016 1:00:00 AM",49,0,0,0
1503960366,"3/20/2016 2:00:00 AM",48,0,0,0
1503960366,"3/20/2016 3:00:00 AM",48,0,0,0
1503960366,"3/20/2016 4:00:00 AM",48,0,0,0
1503960366,"3/20/2016 5:00:00 AM",48,0,0,0
1503960366,"3/20/2016 6:00:00 AM",48,0,0,0
1503960366,"3/20/2016 7:00:00 AM",48,0,0,0
1503960366,"3/20/2016 8:00:00 AM",48,0,0,0
1503960366,"3/20/2016 9:00:00 AM",119,36,0.6,1109
1503960366,"3/20/2016 10:00:00 AM",294,113,1.883333,5000
1503960366,"3/20/2016 11:00:00 AM",121,42,0.7,1117
1503960366,"3/20/2016 12:00:00 PM",82,20,0.333333,312
1503960366,"3/20/2016 1:00:00 PM",80,18,0.3,343
1503960366,"3/20/2016 2:00:00 PM",96,29,0.483333,578
1503960366,"3/20/2016 3:00:00 PM",109,29,0.483333,876
1503960366,"3/20/2016 4:00:00 PM",116,22,0.366667,1373
1503960366,"3/20/2016 5:00:00 PM",142,25,0.416667,1841
1503960366,"3/20/2016 6:00:00 PM",104,36,0.6,638
1503960366,"3/20/2016 7:00:00 PM",109,40,0.666667,718
1503960366,"3/20/2016 8:00:00 PM",76,14,0.233333,421
1503960366,"3/20/2016 9:00:00 PM",55,4,0.066667,78
1503960366,"3/20/2016 10:00:00 PM",57,3,0.05,57
1503960366,"3/20/2016 11:00:00 PM",87,23,0.383333,552
1503960366,"3/21/2016 12:00:00 AM",58,5,0.083333,97
1503960366,"3/21/2016 1:00:00 AM",48,0,0,0
1503960366,"3/21/2016 2:00:00 AM",48,0,0,0
1503960366,"3/21/2016 3:00:00 AM",50,2,0.033333,11
1503960366,"3/21/2016 4:00:00 AM",48,0,0,0
1503960366,"3/21/2016 5:00:00 AM",48,0,0,0
1503960366,"3/21/2016 6:00:00 AM",48,0,0,0
1503960366,"3/21/2016 7:00:00 AM",56,6,0.1,55
1503960366,"3/21/2016 8:00:00 AM",116,27,0.45,1114
1503960366,"3/21/2016 9:00:00 AM",104,17,0.283333,1113
1503960366,"3/21/2016 10:00:00 AM",79,17,0.283333,308
1503960366,"3/21/2016 11:00:00 AM",82,17,0.283333,467
1503960366,"3/21/2016 12:00:00 PM",142,51,0.85,1884
1503960366,"3/21/2016 1:00:00 PM",67,9,0.15,184
1503960366,"3/21/2016 2:00:00 PM",79,19,0.316667,298
1503960366,"3/21/2016 3:00:00 PM",83,16,0.266667,497
1503960366,"3/21/2016 4:00:00 PM",83,20,0.333333,355
1503960366,"3/21/2016 5:00:00 PM",99,31,0.516667,588
1503960366,"3/21/2016 6:00:00 PM",132,28,0.466667,1564
1503960366,"3/21/2016 7:00:00 PM",79,18,0.3,396
1503960366,"3/21/2016 8:00:00 PM",67,11,0.183333,99
1503960366,"3/21/2016 9:00:00 PM",70,14,0.233333,172
1503960366,"3/21/2016 10:00:00 PM",81,20,0.333333,371
1503960366,"3/21/2016 11:00:00 PM",79,16,0.266667,447
1503960366,"3/22/2016 12:00:00 AM",47,0,0,0
1503960366,"3/22/2016 1:00:00 AM",47,0,0,0
1503960366,"3/22/2016 2:00:00 AM",47,0,0,0
1503960366,"3/22/2016 3:00:00 AM",47,0,0,0
1503960366,"3/22/2016 4:00:00 AM",47,0,0,0
1503960366,"3/22/2016 5:00:00 AM",47,0,0,0
1503960366,"3/22/2016 6:00:00 AM",47,0,0,0
1503960366,"3/22/2016 7:00:00 AM",47,0,0,0
1503960366,"3/22/2016 8:00:00 AM",50,2,0.033333,34
1503960366,"3/22/2016 9:00:00 AM",135,26,0.433333,1732
1503960366,"3/22/2016 10:00:00 AM",90,24,0.4,497
1503960366,"3/22/2016 11:00:00 AM",76,14,0.233333,296
1503960366,"3/22/2016 12:00:00 PM",78,15,0.25,322
1503960366,"3/22/2016 1:00:00 PM",95,24,0.4,657
1503960366,"3/22/2016 2:00:00 PM",134,44,0.733333,1657
1503960366,"3/22/2016 3:00:00 PM",80,13,0.216667,455
1503960366,"3/22/2016 4:00:00 PM",71,9,0.15,278
1503960366,"3/22/2016 5:00:00 PM",107,15,0.25,953
1503960366,"3/22/2016 6:00:00 PM",109,23,0.383333,1123
1503960366,"3/22/2016 7:00:00 PM",120,22,0.366667,1479
1503960366,"3/22/2016 8:00:00 PM",83,22,0.366667,366
1503960366,"3/22/2016 9:00:00 PM",74,14,0.233333,349
1503960366,"3/22/2016 10:00:00 PM",265,117,1.95,4587
1503960366,"3/22/2016 11:00:00 PM",71,10,0.166667,351
1503960366,"3/23/2016 12:00:00 AM",53,2,0.033333,14
1503960366,"3/23/2016 1:00:00 AM",53,3,0.05,50
1503960366,"3/23/2016 2:00:00 AM",54,4,0.066667,29
1503960366,"3/23/2016 3:00:00 AM",47,0,0,0
1503960366,"3/23/2016 4:00:00 AM",47,0,0,0
1503960366,"3/23/2016 5:00:00 AM",48,0,0,0
1503960366,"3/23/2016 6:00:00 AM",48,0,0,0
1503960366,"3/23/2016 7:00:00 AM",56,6,0.1,82
1503960366,"3/23/2016 8:00:00 AM",89,25,0.416667,534
1503960366,"3/23/2016 9:00:00 AM",133,24,0.4,1623
1503960366,"3/23/2016 10:00:00 AM",85,17,0.283333,504
1503960366,"3/23/2016 11:00:00 AM",83,19,0.316667,414
1503960366,"3/23/2016 12:00:00 PM",81,17,0.283333,411
1503960366,"3/23/2016 1:00:00 PM",114,37,0.616667,1226
1503960366,"3/23/2016 2:00:00 PM",176,76,1.266667,2674
1503960366,"3/23/2016 3:00:00 PM",71,11,0.183333,236
1503960366,"3/23/2016 4:00:00 PM",81,16,0.266667,383
1503960366,"3/23/2016 5:00:00 PM",78,14,0.233333,411
1503960366,"3/23/2016 6:00:00 PM",70,8,0.133333,325
1503960366,"3/23/2016 7:00:00 PM",183,80,1.333333,2937
1503960366,"3/23/2016 8:00:00 PM",113,30,0.5,1086
1503960366,"3/23/2016 9:00:00 PM",57,5,0.083333,61
1503960366,"3/23/2016 10:00:00 PM",65,10,0.166667,119
1503960366,"3/23/2016 11:00:00 PM",81,19,0.316667,413
1503960366,"3/24/2016 12:00:00 AM",82,23,0.383333,311
1503960366,"3/24/2016 1:00:00 AM",48,0,0,0
1503960366,"3/24/2016 2:00:00 AM",50,1,0.016667,7
1503960366,"3/24/2016 3:00:00 AM",49,1,0.016667,8
1503960366,"3/24/2016 4:00:00 AM",47,0,0,0
1503960366,"3/24/2016 5:00:00 AM",49,1,0.016667,8
1503960366,"3/24/2016 6:00:00 AM",48,0,0,0
1503960366,"3/24/2016 7:00:00 AM",52,3,0.05,29
1503960366,"3/24/2016 8:00:00 AM",100,36,0.6,553
1503960366,"3/24/2016 9:00:00 AM",149,43,0.716667,2041
1503960366,"3/24/2016 10:00:00 AM",66,8,0.133333,90
1503960366,"3/24/2016 11:00:00 AM",63,7,0.116667,63
1503960366,"3/24/2016 12:00:00 PM",115,39,0.65,1180
1503960366,"3/24/2016 1:00:00 PM",104,36,0.6,770
1503960366,"3/24/2016 2:00:00 PM",123,41,0.683333,1320
1503960366,"3/24/2016 3:00:00 PM",84,17,0.283333,504
1503960366,"3/24/2016 4:00:00 PM",84,26,0.433333,210
1503960366,"3/24/2016 5:00:00 PM",84,14,0.233333,526
1503960366,"3/24/2016 6:00:00 PM",61,5,0.083333,66
1503960366,"3/24/2016 7:00:00 PM",59,3,0.05,75
1503960366,"3/24/2016 8:00:00 PM",225,107,1.783333,3858
1503960366,"3/24/2016 9:00:00 PM",114,29,0.483333,1090
1503960366,"3/24/2016 10:00:00 PM",64,9,0.15,185
1503960366,"3/24/2016 11:00:00 PM",71,12,0.2,294
1503960366,"3/25/2016 12:00:00 AM",53,1,0.016667,42
1503960366,"3/25/2016 1:00:00 AM",58,6,0.1,126
1503960366,"3/25/2016 2:00:00 AM",49,1,0.016667,5
1503960366,"3/25/2016 3:00:00 AM",49,1,0.016667,7
1503960366,"3/25/2016 4:00:00 AM",48,0,0,0
1503960366,"3/25/2016 5:00:00 AM",48,0,0,0
1503960366,"3/25/2016 6:00:00 AM",48,0,0,0
1503960366,"3/25/2016 7:00:00 AM",52,3,0.05,40
1503960366,"3/25/2016 8:00:00 AM",90,25,0.416667,565
1503960366,"3/25/2016 9:00:00 AM",125,28,0.466667,1545
1503960366,"3/25/2016 10:00:00 AM",76,14,0.233333,309
1503960366,"3/25/2016 11:00:00 AM",111,34,0.566667,1226
1503960366,"3/25/2016 12:00:00 PM",61,4,0.066667,78
1503960366,"3/25/2016 1:00:00 PM",63,7,0.116667,187
1503960366,"3/25/2016 2:00:00 PM",77,13,0.216667,419
1503960366,"3/25/2016 3:00:00 PM",54,0,0,0
1503960366,"3/25/2016 4:00:00 PM",82,17,0.283333,427
1503960366,"3/25/2016 5:00:00 PM",77,14,0.233333,435
1503960366,"3/25/2016 6:00:00 PM",70,11,0.183333,238
1503960366,"3/25/2016 7:00:00 PM",62,6,0.1,135
1503960366,"3/25/2016 8:00:00 PM",171,71,1.183333,2590
1503960366,"3/25/2016 9:00:00 PM",164,52,0.866667,2390
1503960366,"3/25/2016 10:00:00 PM",69,13,0.216667,151
1503960366,"3/25/2016 11:00:00 PM",62,7,0.116667,89
1503960366,"3/26/2016 12:00:00 AM",53,2,0.033333,16
1503960366,"3/26/2016 1:00:00 AM",63,9,0.15,179
1503960366,"3/26/2016 2:00:00 AM",47,0,0,0
1503960366,"3/26/2016 3:00:00 AM",51,3,0.05,19
1503960366,"3/26/2016 4:00:00 AM",48,0,0,0
1503960366,"3/26/2016 5:00:00 AM",48,0,0,0
1503960366,"3/26/2016 6:00:00 AM",48,0,0,0
1503960366,"3/26/2016 7:00:00 AM",48,0,0,0
1503960366,"3/26/2016 8:00:00 AM",48,0,0,0
1503960366,"3/26/2016 9:00:00 AM",58,7,0.116667,69
1503960366,"3/26/2016 10:00:00 AM",82,21,0.35,394
1503960366,"3/26/2016 11:00:00 AM",62,8,0.133333,145
1503960366,"3/26/2016 12:00:00 PM",69,12,0.2,152
1503960366,"3/26/2016 1:00:00 PM",82,21,0.35,393
1503960366,"3/26/2016 2:00:00 PM",92,15,0.25,759
1503960366,"3/26/2016 3:00:00 PM",103,29,0.483333,828
1503960366,"3/26/2016 4:00:00 PM",304,149,2.483333,5564
1503960366,"3/26/2016 5:00:00 PM",197,87,1.45,3053
1503960366,"3/26/2016 6:00:00 PM",226,102,1.7,3785
1503960366,"3/26/2016 7:00:00 PM",75,15,0.25,323
1503960366,"3/26/2016 8:00:00 PM",71,14,0.233333,207
1503960366,"3/26/2016 9:00:00 PM",76,19,0.316667,252
1503960366,"3/26/2016 10:00:00 PM",110,39,0.65,785
1503960366,"3/26/2016 11:00:00 PM",93,23,0.383333,686
1503960366,"3/27/2016 12:00:00 AM",52,2,0.033333,57
1503960366,"3/27/2016 1:00:00 AM",56,5,0.083333,121
1503960366,"3/27/2016 2:00:00 AM",47,0,0,0
1503960366,"3/27/2016 3:00:00 AM",48,0,0,0
1503960366,"3/27/2016 4:00:00 AM",47,0,0,0
1503960366,"3/27/2016 5:00:00 AM",48,0,0,0
1503960366,"3/27/2016 6:00:00 AM",49,1,0.016667,9
1503960366,"3/27/2016 7:00:00 AM",50,2,0.033333,8
1503960366,"3/27/2016 8:00:00 AM",48,0,0,0
1503960366,"3/27/2016 9:00:00 AM",81,20,0.333333,393
1503960366,"3/27/2016 10:00:00 AM",299,126,2.1,5033
1503960366,"3/27/2016 11:00:00 AM",67,11,0.183333,321
1503960366,"3/27/2016 12:00:00 PM",61,5,0.083333,100
1503960366,"3/27/2016 1:00:00 PM",96,28,0.466667,684
1503960366,"3/27/2016 2:00:00 PM",95,27,0.45,652
1503960366,"3/27/2016 3:00:00 PM",66,9,0.15,255
1503960366,"3/27/2016 4:00:00 PM",61,7,0.116667,99
1503960366,"3/27/2016 5:00:00 PM",76,17,0.283333,214
1503960366,"3/27/2016 6:00:00 PM",92,28,0.466667,540
1503960366,"3/27/2016 7:00:00 PM",191,85,1.416667,2887
1503960366,"3/27/2016 8:00:00 PM",84,24,0.4,372
1503960366,"3/27/2016 9:00:00 PM",90,26,0.433333,461
1503960366,"3/27/2016 10:00:00 PM",76,15,0.25,367
1503960366,"3/27/2016 11:00:00 PM",63,8,0.133333,163
1503960366,"3/28/2016 12:00:00 AM",63,10,0.166667,152
1503960366,"3/28/2016 1:00:00 AM",50,1,0.016667,16
1503960366,"3/28/2016 2:00:00 AM",47,0,0,0
1503960366,"3/28/2016 3:00:00 AM",47,0,0,0
1503960366,"3/28/2016 4:00:00 AM",47,0,0,0
1503960366,"3/28/2016 5:00:00 AM",47,0,0,0
1503960366,"3/28/2016 6:00:00 AM",47,0,0,0
1503960366,"3/28/2016 7:00:00 AM",47,0,0,0
1503960366,"3/28/2016 8:00:00 AM",55,4,0.066667,91
1503960366,"3/28/2016 9:00:00 AM",140,30,0.5,1801
1503960366,"3/28/2016 10:00:00 AM",68,8,0.133333,209
1503960366,"3/28/2016 11:00:00 AM",70,10,0.166667,242
1503960366,"3/28/2016 12:00:00 PM",69,9,0.15,198
1503960366,"3/28/2016 1:00:00 PM",207,70,1.166667,3422
1503960366,"3/28/2016 2:00:00 PM",105,33,0.55,1116
1503960366,"3/28/2016 3:00:00 PM",72,10,0.166667,281
1503960366,"3/28/2016 4:00:00 PM",68,10,0.166667,228
1503960366,"3/28/2016 5:00:00 PM",71,14,0.233333,135
1503960366,"3/28/2016 6:00:00 PM",78,19,0.316667,252
1503960366,"3/28/2016 7:00:00 PM",209,90,1.5,3298
1503960366,"3/28/2016 8:00:00 PM",99,18,0.3,872
1503960366,"3/28/2016 9:00:00 PM",62,7,0.116667,81
1503960366,"3/28/2016 10:00:00 PM",69,12,0.2,196
1503960366,"3/28/2016 11:00:00 PM",94,26,0.433333,641
1503960366,"3/29/2016 12:00:00 AM",51,0,0,0
1503960366,"3/29/2016 1:00:00 AM",68,13,0.216667,242
1503960366,"3/29/2016 2:00:00 AM",50,2,0.033333,15
1503960366,"3/29/2016 3:00:00 AM",48,0,0,0
1503960366,"3/29/2016 4:00:00 AM",47,0,0,0
1503960366,"3/29/2016 5:00:00 AM",49,1,0.016667,6
1503960366,"3/29/2016 6:00:00 AM",49,1,0.016667,21
1503960366,"3/29/2016 7:00:00 AM",52,3,0.05,53
1503960366,"3/29/2016 8:00:00 AM",65,10,0.166667,185
1503960366,"3/29/2016 9:00:00 AM",132,32,0.533333,1580
1503960366,"3/29/2016 10:00:00 AM",84,17,0.283333,446
1503960366,"3/29/2016 11:00:00 AM",102,25,0.416667,869
1503960366,"3/29/2016 12:00:00 PM",62,9,0.15,147
1503960366,"3/29/2016 1:00:00 PM",113,39,0.65,1158
1503960366,"3/29/2016 2:00:00 PM",65,5,0.083333,243
1503960366,"3/29/2016 3:00:00 PM",79,13,0.216667,413
1503960366,"3/29/2016 4:00:00 PM",80,16,0.266667,348
1503960366,"3/29/2016 5:00:00 PM",74,12,0.2,288
1503960366,"3/29/2016 6:00:00 PM",90,22,0.366667,535
1503960366,"3/29/2016 7:00:00 PM",82,24,0.4,198
1503960366,"3/29/2016 8:00:00 PM",214,97,1.616667,3559
1503960366,"3/29/2016 9:00:00 PM",105,19,0.316667,1034
1503960366,"3/29/2016 10:00:00 PM",47,0,0,0
